model,target,mae,rmse,spearman_rho,pr_auc,roc_auc,f1_opt,opt_threshold,precision_opt,recall_opt,accuracy_opt,n_train,n_test
Prithvi_300M_TL_linear_coverage_fraction,coverage_fraction,0.018471990992064487,0.026810790477707697,0.35591260535139063,0.3148867286133932,0.8287492063492063,0.21138211382113822,0.031561173498630524,0.3939393939393939,0.14444444444444443,0.8994818652849741,6035,965
