feature_set,target,n_features,mae,rmse,spearman_rho,pr_auc,roc_auc,f1_opt,opt_threshold,precision_opt,recall_opt,accuracy_opt,best_iteration,n_train,n_val,n_test,best_learning_rate,best_max_depth,best_n_estimators,best_subsample,best_colsample_bytree,best_reg_lambda
Prithvi only,coverage_fraction,1024,0.037735119462013245,0.04634825140237808,0.2619971387941861,0.16596598422058256,0.7352126984126984,0.2553191489361702,0.03073686547577381,0.14634146341463414,1.0,0.45595854922279794,97,4828,1207,965,0.03,6,300,1.0,0.2,1.0
