model,target,n_features,mae,rmse,spearman_rho,pr_auc,roc_auc,f1_opt,opt_threshold,precision_opt,recall_opt,accuracy_opt,best_alpha,n_train,n_test
MOSAIKS_ridge_agg_coverage_fraction,coverage_fraction,4096,0.040099588813457675,0.046989295089078766,0.26207320372283804,0.14776046649772498,0.730768253968254,0.26176470588235295,0.028863013034175822,0.15084745762711865,0.9888888888888889,0.47979274611398964,0.01,6035,965
