model,target,mae,rmse,spearman_rho,pr_auc,roc_auc,f1_opt,opt_threshold,precision_opt,recall_opt,accuracy_opt,n_train,n_test
Prithvi_300M_mlp_agg_coverage_fraction,coverage_fraction,0.031272518247256825,0.03484948726092009,-0.06492530304925515,0.11977834745976096,0.43603174603174605,0.17094017094017094,0.030703216791152954,0.09345794392523364,1.0,0.09533678756476684,6035,965
