model,target,n_features,mae,rmse,spearman_rho,pr_auc,roc_auc,f1_opt,opt_threshold,precision_opt,recall_opt,accuracy_opt,best_alpha,n_train,n_test
ResNet-18_ridge_agg_coverage_fraction,coverage_fraction,512,0.03626953244336746,0.04547129766549262,0.17464218811519416,0.12644280512386133,0.6655492063492063,0.24232081911262798,0.03500962690919729,0.1431451612903226,0.7888888888888889,0.5398963730569948,1000.0,6035,965
