subsample,reg_lambda,n_estimators,max_depth,learning_rate,colsample_bytree,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_spearman_mean,cv_pr_auc_mean,cv_roc_auc_mean,cv_best_iteration_mean
0.6,10.0,1200,4,0.01,1.0,0.07889313101768494,0.00982486329756293,0.03368997648358345,0.5608921142502312,0.5856840874716454,0.8327087615702886,212.2
1.0,30.0,300,6,0.01,0.8,0.07890746891498565,0.010301231462941068,0.03305443413555622,0.5654289378067661,0.5780999636667932,0.8330741141910591,214.4
1.0,10.0,1200,6,0.05,0.4,0.07890951335430145,0.009628593452726287,0.03372361585497856,0.5661729402379372,0.5952135533557104,0.83504094572857,47.4
0.8,30.0,300,6,0.05,0.2,0.07891046106815339,0.010023404473336432,0.0326892152428627,0.5671552758645912,0.5887454182812417,0.8350706839481953,69.6
0.8,1.0,300,2,0.1,0.2,0.07891204953193665,0.00972279734967932,0.03448587283492088,0.5544790722483348,0.57579673381939,0.8288910693692891,35.6
0.6,3.0,300,2,0.1,0.2,0.07892141193151474,0.009755354610226795,0.03484754115343094,0.5513940263149444,0.578947632046626,0.8255329617535704,24.4
0.6,3.0,1200,2,0.05,0.8,0.0789229229092598,0.009760522656319073,0.03461119905114174,0.5532314794843376,0.5808310268856356,0.828595331387616,56.2
0.8,3.0,600,6,0.01,0.4,0.07894945740699769,0.009602129751296906,0.03386618159711361,0.5561983222277117,0.5781377844729303,0.8297975397235037,225.4
1.0,1.0,600,6,0.05,0.2,0.07896053344011307,0.009484446039912388,0.034569719433784486,0.5557493671844239,0.5806308618411146,0.828664113141377,41.6
0.6,1.0,300,2,0.1,0.2,0.0789655476808548,0.009815791471208769,0.03493380583822727,0.5492446063091154,0.5791859624046055,0.8256061334563485,21.4
0.6,3.0,1200,2,0.05,1.0,0.07897060960531235,0.009632630098361919,0.03492236062884331,0.5530943302099642,0.5816021704988203,0.8281627670176693,51.2
0.6,10.0,300,4,0.03,0.4,0.07897066920995713,0.009873760471579507,0.033833345770835875,0.5578393104633848,0.5809819065490418,0.8304131532261353,66.8
1.0,10.0,600,3,0.1,0.8,0.07897347062826157,0.010009983934253766,0.03408357016742229,0.5599723020453828,0.5851779425804942,0.8316542980362562,25.2
0.6,3.0,300,2,0.05,0.4,0.07898772209882736,0.009837716390736344,0.034723366424441335,0.5493042567222486,0.5757757013322556,0.8258120026152038,67.8
0.8,30.0,600,6,0.1,0.8,0.07900024950504303,0.010401348694580564,0.03261454403400421,0.567757594661118,0.603996128062086,0.8355584646480569,40.4
0.8,3.0,300,4,0.1,0.2,0.07900421917438508,0.00958320734787028,0.034458686411380765,0.558845463068289,0.5849444292531997,0.8294642183940265,16.4
1.0,1.0,300,4,0.1,0.8,0.07902298867702484,0.009881223371666803,0.03468971773982048,0.5584102065095686,0.5807912209837953,0.8294852270510908,19.2
0.6,1.0,300,2,0.05,1.0,0.07903377562761307,0.009742084238260918,0.035221847146749495,0.5521164417538643,0.5772208466272906,0.8265854600728229,46.4
0.6,10.0,600,6,0.03,0.8,0.07904421091079712,0.009713488267822052,0.03338342681527138,0.560744118694351,0.5873250675357182,0.8330384081700594,96.8
1.0,10.0,300,6,0.1,0.2,0.07906051129102706,0.00994433668584293,0.03399877659976482,0.5568450837237425,0.5723702352070436,0.8289746774468261,25.6
1.0,30.0,1200,6,0.1,0.4,0.07910749465227127,0.010128277122524997,0.03347438797354698,0.5628073370962952,0.5877455591534425,0.8317554891219746,39.8
1.0,1.0,1200,3,0.1,0.8,0.07911127805709839,0.009767365718764263,0.03469985648989678,0.5580383232106096,0.5889829984299602,0.831458797092332,22.0
0.6,30.0,600,6,0.05,1.0,0.07914261519908905,0.010239463094374446,0.03255981169641018,0.5655786744928539,0.5899101202645081,0.8348252966596297,55.8
0.6,10.0,300,6,0.05,0.2,0.07914273589849471,0.009911836476792578,0.033343523368239404,0.5611752363348872,0.5867620811907058,0.8329650618897336,50.2
0.8,3.0,1200,4,0.1,0.8,0.0791559413075447,0.009743193626770685,0.034891686588525775,0.5611224771430366,0.584849789827691,0.8313268892374834,16.2
0.6,10.0,300,6,0.1,1.0,0.07918007522821427,0.009584870574553948,0.03358987346291542,0.557108603115295,0.5826753057136462,0.8300027198635863,45.8
0.6,1.0,600,6,0.03,1.0,0.07926129251718521,0.00968272834598561,0.03542207330465317,0.5451187614269807,0.5623278187683847,0.822764224958911,45.8
1.0,3.0,600,4,0.05,1.0,0.07926719635725021,0.009851902924955018,0.03494173660874367,0.5595685898844877,0.585538924653653,0.8305208398456069,33.8
0.8,1.0,1200,6,0.05,0.8,0.07933938056230545,0.00971210415700803,0.03517015650868416,0.5448764638009356,0.5570786157384088,0.8223291498477898,32.6
