model,target,mae,rmse,spearman_rho,pr_auc,roc_auc,f1_opt,opt_threshold,precision_opt,recall_opt,accuracy_opt,n_train,n_test
Prithvi_300M_linear_agg_coverage_fraction,coverage_fraction,0.03269177070171927,0.03602407701356126,0.2370277094318981,0.14409925147177174,0.7154412698412698,0.2535211267605634,0.03233109787106514,0.14516129032258066,1.0,0.45077720207253885,6035,965
