Model,PR-AUC,ROC-AUC,F1,Precision,Recall,Accuracy,Threshold
MOSAIKS + Ridge,0.14897196917442163,0.7330793650793651,0.25722543352601157,0.1478405315614618,0.9888888888888889,0.46735751295336786,-0.3883399093497246
