model,target,mae,rmse,spearman_rho,pr_auc,roc_auc,f1_opt,opt_threshold,precision_opt,recall_opt,accuracy_opt,n_train,n_test
Prithvi_300M_TL_mlp_coverage_fraction,coverage_fraction,0.03125512635696943,0.034833900224222863,0.2572354304337494,0.15065777910191136,0.7206730158730158,0.19607843137254902,0.0307110995054245,0.1388888888888889,0.3333333333333333,0.7450777202072539,6035,965
