Model,PR-AUC,ROC-AUC,F1,Precision,Recall,Accuracy,Threshold
DINOv2 + LogReg,0.16890245283229927,0.7605333333333334,0.301255230125523,0.18556701030927836,0.8,0.6538860103626943,0.4029654808437309
