model,target,n_features,mae,rmse,spearman_rho,pr_auc,roc_auc,f1_opt,opt_threshold,precision_opt,recall_opt,accuracy_opt,best_alpha,n_train,n_test
DINOv2_ridge_agg_coverage_fraction,coverage_fraction,768,0.031226901045717303,0.04188488087286375,0.21715995595007379,0.14419367404965205,0.7071746031746032,0.24546722454672246,0.015040119215830261,0.14035087719298245,0.9777777777777777,0.43937823834196893,1.0,6035,965
