Model,PR-AUC,ROC-AUC,F1,Precision,Recall,Accuracy,Threshold
ResNet-18 + LogReg,0.18907393341363304,0.7271619047619049,0.2637795275590551,0.16028708133971292,0.7444444444444445,0.6124352331606218,0.5006482099229286
