Model,PR-AUC,ROC-AUC,F1,Precision,Recall,Accuracy,Threshold
XGBoost (Engineered),0.9506045388901466,0.9879238095238095,0.826530612244898,0.7641509433962265,0.9,0.9647668393782384,0.47419220209121704
