Model,PR-AUC,ROC-AUC,F1,Precision,Recall,Accuracy,Threshold
Prithvi-300M Linear,0.07840665058582086,0.44608888888888887,0.17647058823529413,0.0967741935483871,1.0,0.12953367875647667,0.5475102066993713
