patch_id,lon,lat,label_confidence,has_coverage,ntl,builtup,elevation,total_tests,n_subtiles,mean_tests,coverage_fraction,log_mean_tests,split
patch_120991,95.06000000000104,21.1999999999999,confirmed_negative,0,0.2326846037075781,1.4071409593492608,165.6085552535306,0.0,0.0,0.0,0.0,0.0,test
patch_021293,76.22000000000031,9.079999999999984,confirmed_negative,0,0.1654571234292321,,,0.0,0.0,0.0,0.0,0.0,train
4813,72.26996180773904,27.75622745449505,confirmed_negative,0,0.2414325670137316,0.0,176.06664359329332,0.0,0.0,0.0,0.0,0.0,train
60618,83.73959889002458,20.270780095529854,confirmed_negative,0,0.1824291303744655,0.0,659.9549681135567,0.0,0.0,0.0,0.0,0.0,val
patch_126452,68.48000000000002,21.9199999999999,confirmed_negative,0,0.1672032903468079,,,0.0,0.0,0.0,0.0,0.0,train
patch_219268,87.68000000000075,33.19999999999982,confirmed_negative,0,0.2477891758848611,0.0,4958.956196153983,0.0,0.0,0.0,0.0,0.0,train
patch_201409,78.86000000000041,31.03999999999984,confirmed_negative,0,0.2542707845291354,0.0,3421.598667559924,0.0,0.0,0.0,0.0,0.0,train
patch_227115,86.18000000000069,34.15999999999982,confirmed_negative,0,0.2509284092355687,0.0,5107.155181710342,0.0,0.0,0.0,0.0,0.0,train
51116,80.6005403201359,21.900675891433565,confirmed_negative,0,0.2021610931630848,0.0,668.9507302982219,0.0,0.0,0.0,0.0,0.0,train
62726,84.58473004345615,21.84030938047417,confirmed_negative,0,0.2191249681117748,0.0,515.3160833803726,0.0,0.0,0.0,0.0,0.0,train
51930,80.8420063639735,18.58051778866675,confirmed_negative,0,0.2179678911367577,0.0,200.31110333038137,0.0,0.0,0.0,0.0,0.0,train
patch_167259,96.26000000000109,26.83999999999987,confirmed_negative,0,0.1774487176588479,0.0,1038.064855746859,0.0,0.0,0.0,0.0,0.0,test
patch_169622,90.44000000000084,27.13999999999987,confirmed_negative,0,0.2220167336035346,0.0,1993.2439975814784,0.0,0.0,0.0,0.0,0.0,test
patch_032054,72.44000000000018,10.399999999999974,confirmed_negative,0,0.158641186302081,,,0.0,0.0,0.0,0.0,0.0,train
patch_181017,95.18000000000104,28.51999999999986,confirmed_negative,0,0.1959766921378324,3.071526743786507,1017.7897911655782,0.0,0.0,0.0,0.0,0.0,test
patch_127884,95.36000000000104,22.0399999999999,confirmed_negative,0,0.2395645367456476,0.0334273056786145,195.92976238421247,0.0,0.0,0.0,0.0,0.0,test
73931,93.88117273120338,28.05806000929204,confirmed_negative,0,0.1627164117972607,0.0,1815.2321801718133,0.0,0.0,0.0,0.0,0.0,test
patch_176077,93.98000000000098,27.91999999999986,confirmed_negative,0,0.168772789552468,0.0,1537.9419377336928,0.0,0.0,0.0,0.0,0.0,test
patch_219365,93.50000000000097,33.19999999999982,confirmed_negative,0,0.2572650245692842,0.0,4782.040442045183,0.0,0.0,0.0,0.0,0.0,test
patch_111666,96.44000000000108,20.059999999999903,confirmed_negative,0,0.2000628592949533,0.0,1059.8037266827216,0.0,0.0,0.0,0.0,0.0,train
patch_225147,86.18000000000069,33.919999999999824,confirmed_negative,0,0.2600336152058567,0.0,5021.20378181556,0.0,0.0,0.0,0.0,0.0,train
53984,81.44567147356747,19.84821451881408,confirmed_negative,0,0.2579786268527084,5.0222508275101125,619.1882840913732,0.0,0.0,0.0,0.0,0.0,train
patch_111670,96.68000000000109,20.05999999999991,confirmed_negative,0,0.182143105653295,0.0,1037.0615114594175,0.0,0.0,0.0,0.0,0.0,train
patch_149623,71.30000000000014,24.73999999999988,confirmed_negative,0,0.2551715507640025,2.8828624417962287,11.221371636019262,0.0,0.0,0.0,0.0,0.0,train
patch_250575,76.82000000000033,37.03999999999979,confirmed_negative,0,0.2587849022092557,0.0,3007.2752117013065,0.0,0.0,0.0,0.0,0.0,train
75428,95.20923597231013,28.11842652025144,confirmed_negative,0,0.1947947644302914,0.0,1278.0493446267058,0.0,0.0,0.0,0.0,0.0,test
patch_209809,81.0200000000005,32.059999999999825,confirmed_negative,0,0.232710131993249,0.0,4645.982996041701,0.0,0.0,0.0,0.0,0.0,train
73168,93.3378741325688,26.36779770242893,confirmed_negative,0,0.2178269861581755,5.481897239353321,415.7376510184628,0.0,0.0,0.0,0.0,0.0,test
514,69.61383532552554,26.971462812022896,confirmed_negative,0,0.2437361531342204,0.0,64.06085895747808,0.0,0.0,0.0,0.0,0.0,train
patch_185881,91.8200000000009,29.119999999999852,confirmed_negative,0,0.2513382864679958,0.0193610842207163,3840.558244595031,0.0,0.0,0.0,0.0,0.0,test
49059,80.05724172150133,29.98978835999273,confirmed_negative,0,0.2625052656268296,15.393144706147943,1805.9112423809167,0.0,0.0,0.0,0.0,0.0,train
patch_191801,92.78000000000095,29.839999999999844,confirmed_negative,0,0.2382180795298748,0.0,5262.976024336916,0.0,0.0,0.0,0.0,0.0,test
patch_215073,72.14000000000016,32.71999999999983,confirmed_negative,0,0.2557424006583375,0.0,512.1098298642203,0.0,0.0,0.0,0.0,0.0,train
patch_185999,69.38000000000005,29.17999999999985,confirmed_negative,0,0.2430457771420943,0.0,893.9626439507484,0.0,0.0,0.0,0.0,0.0,train
73079,93.2775076216094,26.48853072434772,confirmed_negative,0,0.227099632994853,0.0,357.5558450649451,0.0,0.0,0.0,0.0,0.0,test
patch_105516,81.68000000000052,19.33999999999992,confirmed_negative,0,0.1751165075909959,0.0,609.4909724357007,0.0,0.0,0.0,0.0,0.0,train
patch_184416,92.48000000000091,28.93999999999985,confirmed_negative,0,0.1962746096923693,0.0,4334.3641439920175,0.0,0.0,0.0,0.0,0.0,test
patch_251812,92.00000000000092,37.1599999999998,confirmed_negative,0,0.2497806339114961,0.0,3588.1092662488304,0.0,0.0,0.0,0.0,0.0,test
patch_097984,72.56000000000017,18.439999999999923,confirmed_negative,0,0.1839703731861297,,,0.0,0.0,0.0,0.0,0.0,train
61383,84.04143144482157,20.391513117448653,confirmed_negative,0,0.211405709202701,0.125801677355698,696.4676245683278,0.0,0.0,0.0,0.0,0.0,train
patch_183581,71.90000000000015,28.87999999999985,confirmed_negative,0,0.2395467009352009,0.0,116.6991204823904,0.0,0.0,0.0,0.0,0.0,train
patch_140680,95.60000000000105,23.599999999999888,confirmed_negative,0,0.1820245823398778,0.0,194.3697651273886,0.0,0.0,0.0,0.0,0.0,test
15851,75.10718782283072,13.388997846158633,confirmed_negative,0,0.1773148948572258,0.0,666.5195197734145,0.0,0.0,0.0,0.0,0.0,train
75192,94.90740341751314,28.239159542170224,confirmed_negative,0,0.1830691652643256,8.135286687590906,653.9431600704279,0.0,0.0,0.0,0.0,0.0,test
patch_139751,69.38000000000005,23.53999999999989,confirmed_negative,0,0.2267010059377441,0.3378696202786096,8.850965887390187,0.0,0.0,0.0,0.0,0.0,train
patch_186931,95.78000000000104,29.239999999999853,confirmed_negative,0,0.2445817054597687,0.0,3769.072625592418,0.0,0.0,0.0,0.0,0.0,test
patch_103567,82.82000000000056,19.09999999999992,confirmed_negative,0,0.1845155669820862,0.0,838.7998440289774,0.0,0.0,0.0,0.0,0.0,train
patch_234975,85.46000000000066,35.11999999999981,confirmed_negative,0,0.2630786838780974,0.0,4948.717045171836,0.0,0.0,0.0,0.0,0.0,train
patch_148518,93.56000000000095,24.559999999999885,confirmed_negative,0,0.1694479029433117,0.0,1159.7368025920653,0.0,0.0,0.0,0.0,0.0,test
patch_193611,83.30000000000058,30.07999999999985,confirmed_negative,0,0.2571300403519875,0.0,4588.673141288409,0.0,0.0,0.0,0.0,0.0,train
patch_191820,93.920000000001,29.839999999999847,confirmed_negative,0,0.229480082608355,0.0,4111.362543968059,0.0,0.0,0.0,0.0,0.0,test
patch_201485,83.42000000000058,31.03999999999984,confirmed_negative,0,0.2635685556156547,0.0,5702.49791573619,0.0,0.0,0.0,0.0,0.0,train
patch_148782,79.88000000000045,24.619999999999884,confirmed_negative,0,0.2447522251335953,0.0,326.3709980051747,0.0,0.0,0.0,0.0,0.0,train
64022,85.18839515305012,22.26287495718995,confirmed_negative,0,0.2374048033277576,0.0,425.1987535182951,0.0,0.0,0.0,0.0,0.0,train
patch_194658,87.08000000000072,30.199999999999847,confirmed_negative,0,0.2308827311996756,0.0,5118.685131140084,0.0,0.0,0.0,0.0,0.0,val
patch_212819,84.50000000000063,32.41999999999983,confirmed_negative,0,0.2326691586655543,0.0,5199.824036380972,0.0,0.0,0.0,0.0,0.0,train
patch_175552,92.00000000000092,27.85999999999986,confirmed_negative,0,0.2362288212149134,0.0,4485.282201989935,0.0,0.0,0.0,0.0,0.0,test
76043,96.17510014766049,28.17879303121082,confirmed_negative,0,0.1727374786906108,0.0,2070.107995826248,0.0,0.0,0.0,0.0,0.0,test
1190,70.27786694607892,26.065965147631943,confirmed_negative,0,0.2423333834979417,0.0,91.793032141169,0.0,0.0,0.0,0.0,0.0,val
72468,92.91530855585302,25.703766081875564,confirmed_negative,0,0.1979535137403615,13.047700137013113,138.12969269915828,0.0,0.0,0.0,0.0,0.0,test
patch_150320,83.60000000000059,24.79999999999988,confirmed_negative,0,0.2344807012283993,0.0,377.2650424951733,0.0,0.0,0.0,0.0,0.0,train
patch_126553,74.54000000000025,21.919999999999902,confirmed_negative,0,0.2007067853287914,5.653983353151011,660.5888470142488,0.0,0.0,0.0,0.0,0.0,train
patch_099356,95.84000000000106,18.55999999999992,confirmed_negative,0,0.1632424856435682,,,0.0,0.0,0.0,0.0,0.0,val
patch_223533,77.90000000000038,33.73999999999982,confirmed_negative,0,0.2625516166065867,0.0,3986.6076918908175,0.0,0.0,0.0,0.0,0.0,train
75738,95.69216805998532,27.99769349833264,confirmed_negative,0,0.1790609831636565,0.0,155.9118341038577,0.0,0.0,0.0,0.0,0.0,test
patch_169131,90.50000000000084,27.079999999999867,confirmed_negative,0,0.2229884990623604,0.0,1865.9146003358203,0.0,0.0,0.0,0.0,0.0,test
patch_096008,72.08000000000015,18.199999999999925,confirmed_negative,0,0.1677598130651187,,,0.0,0.0,0.0,0.0,0.0,train
patch_196333,69.50000000000006,30.43999999999984,confirmed_negative,0,0.236469342125333,0.0,1383.001048728417,0.0,0.0,0.0,0.0,0.0,train
patch_247886,92.60000000000092,36.67999999999981,confirmed_negative,0,0.2509426523861061,0.0,3502.184681310642,0.0,0.0,0.0,0.0,0.0,test
patch_176525,91.34000000000088,27.979999999999865,confirmed_negative,0,0.2584348892156307,0.0,4330.7128085971535,0.0,0.0,0.0,0.0,0.0,test
patch_198610,88.04000000000076,30.67999999999984,confirmed_negative,0,0.2293336462162779,0.0,5117.879340245053,0.0,0.0,0.0,0.0,0.0,train
51485,80.7212733420547,17.735386635235194,confirmed_negative,0,0.2442067953110817,0.0,186.2656912857232,0.0,0.0,0.0,0.0,0.0,train
patch_225185,88.46000000000078,33.91999999999982,confirmed_negative,0,0.2570396614313275,0.0,5161.711493734785,0.0,0.0,0.0,0.0,0.0,train
1367,70.39859996799771,24.25496981885004,confirmed_negative,0,0.2399988096190856,0.0,2.703540874524715,0.0,0.0,0.0,0.0,0.0,train
patch_179034,94.280000000001,28.279999999999863,confirmed_negative,0,0.1601574277615231,0.0,1750.8627529744822,0.0,0.0,0.0,0.0,0.0,test
patch_207425,85.58000000000067,31.75999999999984,confirmed_negative,0,0.2283207383871237,0.0,5169.652952261307,0.0,0.0,0.0,0.0,0.0,train
53175,81.20420542972988,18.39941825578856,confirmed_negative,0,0.169008008537507,0.0,226.54941237649504,0.0,0.0,0.0,0.0,0.0,train
23577,76.31451804201868,11.75910205025492,confirmed_negative,0,0.1778536197376349,0.0,938.9420770604744,0.0,0.0,0.0,0.0,0.0,val
patch_189825,92.30000000000092,29.59999999999985,confirmed_negative,0,0.223177840956988,0.0,4996.485455232339,0.0,0.0,0.0,0.0,0.0,test
patch_197315,69.38000000000005,30.55999999999984,confirmed_negative,0,0.236215163550841,0.0,1399.0290464968396,0.0,0.0,0.0,0.0,0.0,train
patch_134824,68.96000000000004,22.93999999999989,confirmed_negative,0,0.1987786598416833,0.0023208355007802,0.3447641150814292,0.0,0.0,0.0,0.0,0.0,train
patch_119334,84.20000000000061,21.019999999999904,confirmed_negative,0,0.2529337447620235,,,0.0,0.0,0.0,0.0,0.0,train
patch_138229,96.14000000000108,23.29999999999989,confirmed_negative,0,0.1916281341881006,0.0,340.2105683110252,0.0,0.0,0.0,0.0,0.0,test
patch_096183,82.58000000000055,18.199999999999925,confirmed_negative,0,0.2107245480805824,,,0.0,0.0,0.0,0.0,0.0,val
34051,77.70294779408482,33.732512039475324,confirmed_negative,0,0.2628132508687299,0.0,4572.20598964033,0.0,0.0,0.0,0.0,0.0,train
patch_146669,71.18000000000012,24.37999999999988,confirmed_negative,0,0.2375689559520407,0.0,4.75103361495596,0.0,0.0,0.0,0.0,0.0,train
53258,81.20420542972988,23.409838665418484,confirmed_negative,0,0.2375226371919274,0.0,483.61239233679424,0.0,0.0,0.0,0.0,0.0,train
patch_178459,89.30000000000081,28.219999999999857,confirmed_negative,0,0.2200448890232514,0.0,4729.273000497721,0.0,0.0,0.0,0.0,0.0,test
patch_100582,80.84000000000049,18.739999999999924,confirmed_negative,0,0.1774464062181418,0.0,382.9012467596593,0.0,0.0,0.0,0.0,0.0,train
patch_203587,91.46000000000087,31.279999999999838,confirmed_negative,0,0.2126207795158598,0.0,4528.414181737165,0.0,0.0,0.0,0.0,0.0,test
patch_169572,87.44000000000075,27.13999999999987,confirmed_negative,0,0.2290965126755806,25.716741128041047,1907.308016466043,0.0,0.0,0.0,0.0,0.0,train
patch_183053,69.74000000000007,28.81999999999985,confirmed_negative,0,0.241055510983678,0.0,200.10522474068367,0.0,0.0,0.0,0.0,0.0,train
patch_200249,68.30000000000001,30.919999999999845,confirmed_negative,0,0.2292419002343246,0.0,1759.348809035674,0.0,0.0,0.0,0.0,0.0,train
patch_197296,68.24000000000001,30.55999999999984,confirmed_negative,0,0.2598387787642264,0.0,1915.837189294332,0.0,0.0,0.0,0.0,0.0,train
patch_200740,68.24000000000001,30.97999999999984,confirmed_negative,0,0.2239532794427674,0.0,2096.7461532729776,0.0,0.0,0.0,0.0,0.0,train
patch_202128,92.48000000000091,31.099999999999845,confirmed_negative,0,0.2574832415642522,0.0,4952.230216097479,0.0,0.0,0.0,0.0,0.0,test
patch_178061,94.94000000000104,28.159999999999854,confirmed_negative,0,0.1677835868420731,0.0,1242.799096200981,0.0,0.0,0.0,0.0,0.0,test
36517,78.0651468598412,19.5463819640171,confirmed_negative,0,0.2067110543546314,0.0835209825997952,415.9807574206756,0.0,0.0,0.0,0.0,0.0,train
patch_073002,79.16000000000042,15.37999999999994,confirmed_negative,0,0.2135032441740109,0.3729465739233386,389.5899490475484,0.0,0.0,0.0,0.0,0.0,train
patch_130182,85.64000000000067,22.339999999999897,confirmed_negative,0,0.239327765724412,0.0307432636084152,409.46474571503205,0.0,0.0,0.0,0.0,0.0,train
patch_191664,84.56000000000063,29.839999999999847,confirmed_negative,0,0.2592908208179136,0.0,5534.362006009663,0.0,0.0,0.0,0.0,0.0,train
patch_100444,72.56000000000017,18.739999999999924,confirmed_negative,0,0.2137070793464517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
patch_245910,92.12000000000091,36.439999999999806,confirmed_negative,0,0.2576579012940563,0.0,4184.757209269813,0.0,0.0,0.0,0.0,0.0,test
patch_203526,87.80000000000075,31.279999999999838,confirmed_negative,0,0.2287191061293093,0.0,4808.050986872643,0.0,0.0,0.0,0.0,0.0,train
patch_158942,69.56000000000006,25.87999999999988,confirmed_negative,0,0.2318581026477474,0.0,25.53200930468947,0.0,0.0,0.0,0.0,0.0,train
74685,94.48483784079735,25.1001009722816,confirmed_negative,0,0.1945979021606463,0.0,1909.647665335196,0.0,0.0,0.0,0.0,0.0,test
36710,78.0651468598412,31.197118579180657,confirmed_negative,0,0.2555815197064445,0.0,2556.178048277284,0.0,0.0,0.0,0.0,0.0,train
patch_153885,90.86000000000088,25.219999999999875,confirmed_negative,0,0.2095135201803523,0.0,274.05757593794027,0.0,0.0,0.0,0.0,0.0,test
patch_005140,81.2000000000005,7.099999999999998,confirmed_negative,0,0.2353285950534032,0.0,604.212143426982,0.0,0.0,0.0,0.0,0.0,train
62878,84.64509655441555,22.62507402294633,confirmed_negative,0,0.2256643313384529,2.7565079619750503,548.9072038827161,0.0,0.0,0.0,0.0,0.0,train
31848,77.46148175024723,9.646274166676037,confirmed_negative,0,0.2228229350267918,0.0,688.2277410096593,0.0,0.0,0.0,0.0,0.0,train
patch_133844,69.20000000000005,22.81999999999989,confirmed_negative,0,0.2149362103225304,1.5183256559182856,1.1107350290406568,0.0,0.0,0.0,0.0,0.0,train
55897,82.04933658316145,19.486015453057703,confirmed_negative,0,0.2251627334571692,0.7961165048543694,605.2914464790468,0.0,0.0,0.0,0.0,0.0,val
49719,80.23834125437952,20.089680562651672,confirmed_negative,0,0.1684423207842669,0.0,269.34218150656983,0.0,0.0,0.0,0.0,0.0,train
patch_180031,95.06000000000104,28.399999999999856,confirmed_negative,0,0.2139218257147886,19.366349622827148,740.0550421546117,0.0,0.0,0.0,0.0,0.0,test
26285,76.67671710777506,21.23664427088021,confirmed_negative,0,0.2149964560020138,0.0,704.4214820813929,0.0,0.0,0.0,0.0,0.0,train
patch_127871,94.580000000001,22.039999999999896,confirmed_negative,0,0.2003462675380776,16.042128156591083,277.77149703975186,0.0,0.0,0.0,0.0,0.0,test
patch_153499,97.22000000000112,25.15999999999988,confirmed_negative,0,0.1716170403477022,0.0,161.9296306494119,0.0,0.0,0.0,0.0,0.0,test
56138,82.10970309412085,22.62507402294633,confirmed_negative,0,0.2543685327426921,0.0,719.7662202261605,0.0,0.0,0.0,0.0,0.0,train
patch_251326,92.36000000000092,37.0999999999998,confirmed_negative,0,0.25503179600283,0.0,3151.43907806949,0.0,0.0,0.0,0.0,0.0,test
patch_175948,86.24000000000069,27.91999999999986,confirmed_negative,0,0.2468800590061763,7.736254794839007,3299.796137006469,0.0,0.0,0.0,0.0,0.0,train
patch_218189,81.98000000000053,33.07999999999983,confirmed_negative,0,0.2570041475343694,0.0,4452.532055482741,0.0,0.0,0.0,0.0,0.0,train
patch_109711,97.22000000000112,19.81999999999992,confirmed_negative,0,0.1846971474411982,0.6784012868898098,936.34294376044,0.0,0.0,0.0,0.0,0.0,train
patch_024137,69.74000000000007,9.439999999999978,confirmed_negative,0,0.1576540310506541,,,0.0,0.0,0.0,0.0,0.0,train
patch_074396,74.24000000000024,15.559999999999942,confirmed_negative,0,0.227276749453778,0.0,197.90149216248457,0.0,0.0,0.0,0.0,0.0,train
72190,92.79457553393422,23.409838665418484,confirmed_negative,0,0.2132875851185862,0.0,931.4612520878188,0.0,0.0,0.0,0.0,0.0,test
patch_194766,93.56000000000098,30.199999999999847,confirmed_negative,0,0.2610072031700489,0.0,4653.169481565729,0.0,0.0,0.0,0.0,0.0,test
659,69.79493485840374,26.790363279144703,confirmed_negative,0,0.2362454488615107,0.0,66.40921366785392,0.0,0.0,0.0,0.0,0.0,val
55535,81.92860356124265,20.57261265032684,confirmed_negative,0,0.1948506917474083,0.0232506102522375,405.54670463791706,13.0,1.0,13.0,0.007257915448935113,2.639057329615259,train
47305,79.75540916670434,19.00308336538253,confirmed_negative,0,0.1779739954072081,0.0,163.62787466561593,0.0,0.0,0.0,0.0,0.0,train
patch_139639,92.18000000000092,23.47999999999989,confirmed_negative,0,0.1892030285766485,0.0,125.99519424113248,0.0,0.0,0.0,0.0,0.0,test
patch_157403,95.30000000000103,25.63999999999988,confirmed_negative,0,0.1788239327054251,0.0,277.7968165710594,0.0,0.0,0.0,0.0,0.0,test
patch_139638,92.12000000000091,23.47999999999989,confirmed_negative,0,0.184884381570928,0.0,181.84824660178543,0.0,0.0,0.0,0.0,0.0,test
patch_224015,77.30000000000035,33.79999999999983,confirmed_negative,0,0.2579904525740239,0.0,4830.027799537282,0.0,0.0,0.0,0.0,0.0,train
patch_086178,72.68000000000018,16.999999999999932,confirmed_negative,0,0.1805305918252789,,,0.0,0.0,0.0,0.0,0.0,train
patch_106954,79.40000000000043,19.51999999999991,confirmed_negative,0,0.2251151072353678,0.0,357.90619367524187,0.0,0.0,0.0,0.0,0.0,train
74793,94.54520435175677,27.092195833941688,confirmed_negative,0,0.2646904911349058,15.193189070023784,92.12256579837944,0.0,0.0,0.0,0.0,0.0,test
patch_201668,94.400000000001,31.03999999999984,confirmed_negative,0,0.2641078128693451,0.0,5171.743475671047,0.0,0.0,0.0,0.0,0.0,test
patch_195836,69.20000000000005,30.379999999999846,confirmed_negative,0,0.2271296701410183,0.0,1436.090595599536,0.0,0.0,0.0,0.0,0.0,val
patch_204212,69.92000000000007,31.39999999999984,confirmed_negative,0,0.2510448821159316,0.0,1831.4385509557096,0.0,0.0,0.0,0.0,0.0,val
patch_203197,68.06,31.279999999999838,confirmed_negative,0,0.2272287906911857,0.0,2158.8403564135883,0.0,0.0,0.0,0.0,0.0,val
patch_180981,93.02000000000096,28.51999999999986,confirmed_negative,0,0.2389415296349165,0.0,4715.495561876039,0.0,0.0,0.0,0.0,0.0,test
patch_208095,96.26000000000109,31.819999999999837,confirmed_negative,0,0.2305749228249219,0.0,4133.222218120743,0.0,0.0,0.0,0.0,0.0,test
patch_170625,91.5800000000009,27.259999999999856,confirmed_negative,0,0.2460431340227409,0.4680349867737636,2627.18101600664,0.0,0.0,0.0,0.0,0.0,test
patch_230575,87.14000000000073,34.57999999999981,confirmed_negative,0,0.2426430430864895,0.0,4947.253876835573,0.0,0.0,0.0,0.0,0.0,val
patch_183490,95.96000000000106,28.81999999999985,confirmed_negative,0,0.2200368701629864,0.0,1929.8541470627763,0.0,0.0,0.0,0.0,0.0,test
patch_078448,81.2000000000005,16.03999999999994,confirmed_negative,0,0.1820697407893913,0.0,0.0061406073770834,0.0,0.0,0.0,0.0,0.0,train
patch_228256,95.60000000000106,34.27999999999982,confirmed_negative,0,0.2411205109687603,0.0,4330.237764771962,0.0,0.0,0.0,0.0,0.0,test
patch_198726,95.00000000000102,30.67999999999984,confirmed_negative,0,0.2620593551817465,0.0,4753.666226713929,0.0,0.0,0.0,0.0,0.0,test
patch_209339,82.34000000000054,31.99999999999984,confirmed_negative,0,0.2348975535769261,0.0,4808.361308915121,0.0,0.0,0.0,0.0,0.0,train
patch_206532,91.04000000000087,31.639999999999837,confirmed_negative,0,0.2190917646436418,0.0,4909.73827257285,0.0,0.0,0.0,0.0,0.0,test
patch_191768,90.80000000000086,29.839999999999847,confirmed_negative,0,0.2390151558225906,0.0,4470.000893841996,0.0,0.0,0.0,0.0,0.0,test
patch_220418,68.12000000000002,33.379999999999825,confirmed_negative,0,0.2645328097610484,0.0,2589.9776614055004,0.0,0.0,0.0,0.0,0.0,train
patch_207607,96.50000000000108,31.75999999999984,confirmed_negative,0,0.2373335790432684,0.0,4507.645049870706,0.0,0.0,0.0,0.0,0.0,test
patch_099369,96.6200000000011,18.55999999999992,confirmed_negative,0,0.2033260561233698,,,3.0,2.0,1.5,0.014882891215881749,0.9162907318741551,train
patch_197216,92.96000000000096,30.499999999999847,confirmed_negative,0,0.2592960983325727,0.0,5099.833395710921,0.0,0.0,0.0,0.0,0.0,test
76225,96.59766572437628,28.11842652025144,confirmed_negative,0,0.1873722616180226,0.0,1498.6869551889954,0.0,0.0,0.0,0.0,0.0,test
patch_154931,94.580000000001,25.33999999999988,confirmed_negative,0,0.1887616691463188,5.139926667327322,1511.4552175205636,0.0,0.0,0.0,0.0,0.0,test
patch_173499,86.90000000000072,27.619999999999862,confirmed_negative,0,0.2238661112734103,0.0,3547.223678638796,0.0,0.0,0.0,0.0,0.0,val
patch_015398,76.76000000000033,8.359999999999989,confirmed_negative,0,0.1803577421069725,,,0.0,0.0,0.0,0.0,0.0,train
patch_209897,86.3000000000007,32.05999999999983,confirmed_negative,0,0.2261576826638657,0.0,4717.563073778109,0.0,0.0,0.0,0.0,0.0,val
patch_239089,96.14000000000108,35.59999999999981,confirmed_negative,0,0.2527983892698653,0.0,4544.379466514513,0.0,0.0,0.0,0.0,0.0,test
patch_105506,81.0800000000005,19.33999999999992,confirmed_negative,0,0.1756926602853013,0.0,757.217104319128,0.0,0.0,0.0,0.0,0.0,train
patch_163389,70.7000000000001,26.41999999999987,confirmed_negative,0,0.2286096294928732,0.0,191.12787937743187,0.0,0.0,0.0,0.0,0.0,train
patch_212587,70.5800000000001,32.41999999999983,confirmed_negative,0,0.2623180801707104,29.67051164496608,330.51918210159533,0.0,0.0,0.0,0.0,0.0,train
patch_214837,87.50000000000074,32.659999999999826,confirmed_negative,0,0.2408879830043465,0.0,5057.487838332111,0.0,0.0,0.0,0.0,0.0,train
16624,75.22792084474952,15.50182572973752,confirmed_negative,0,0.2389920309018744,0.0,614.8122503328894,0.0,0.0,0.0,0.0,0.0,train
patch_214005,96.6200000000011,32.53999999999983,confirmed_negative,0,0.2417525352402843,0.0,4161.989296212078,0.0,0.0,0.0,0.0,0.0,test
patch_104856,71.60000000000014,19.27999999999992,confirmed_negative,0,0.2415630054399708,,,0.0,0.0,0.0,0.0,0.0,train
patch_135301,68.06,22.999999999999893,confirmed_negative,0,0.1813211221593409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
3886,71.78702972006386,26.24706468051013,confirmed_negative,0,0.2525925065384723,0.0037413043901868,208.25725364874617,0.0,0.0,0.0,0.0,0.0,train
patch_203574,90.68000000000086,31.279999999999838,confirmed_negative,0,0.229899109534294,0.0,4625.049470030257,0.0,0.0,0.0,0.0,0.0,test
62099,84.28289748865916,27.33366187777927,confirmed_negative,0,0.25371908860854,21.867260733711387,203.128187323998,0.0,0.0,0.0,0.0,0.0,train
71944,92.67384251201544,22.56470751198693,confirmed_negative,0,0.2160568919516549,0.0,335.8181508154628,0.0,0.0,0.0,0.0,0.0,test
patch_213853,87.50000000000074,32.53999999999983,confirmed_negative,0,0.2416103097061905,0.0,5093.252292390745,0.0,0.0,0.0,0.0,0.0,val
patch_155514,70.5200000000001,25.459999999999877,confirmed_negative,0,0.2391312602501291,5.917088384135577,128.8862539719902,0.0,0.0,0.0,0.0,0.0,train
74615,94.42447132983796,25.40193352707858,confirmed_negative,0,0.2446098624293522,23.4382723314111,1493.3595582754706,0.0,0.0,0.0,0.0,0.0,test
patch_189841,93.26000000000096,29.59999999999985,confirmed_negative,0,0.2444029903300511,0.0,5018.899771435047,0.0,0.0,0.0,0.0,0.0,test
patch_168096,87.44000000000075,26.95999999999987,confirmed_negative,0,0.2272402831279614,4.834343473462038,688.370660108824,0.0,0.0,0.0,0.0,0.0,train
patch_042437,75.50000000000028,11.659999999999966,confirmed_negative,0,0.1873735103600835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
51058,80.6005403201359,18.39941825578856,confirmed_negative,0,0.1917628468853627,0.0,326.4586270717659,0.0,0.0,0.0,0.0,0.0,train
patch_175126,95.96000000000106,27.799999999999866,confirmed_negative,0,0.2604482714024841,4.348970845425018,152.38842657544254,0.0,0.0,0.0,0.0,0.0,test
patch_231609,90.14000000000084,34.699999999999825,confirmed_negative,0,0.2583640967322557,0.0,4937.951992933247,0.0,0.0,0.0,0.0,0.0,test
74655,94.42447132983796,27.816593965454445,confirmed_negative,0,0.1979920100835405,0.0,1028.6121131021644,0.0,0.0,0.0,0.0,0.0,test
patch_247682,80.36000000000047,36.67999999999981,confirmed_negative,0,0.2642751707937417,0.0,2400.1082361960503,0.0,0.0,0.0,0.0,0.0,train
53989,81.44567147356747,20.150047073611063,confirmed_negative,0,0.2131086609581917,0.6126960602692354,646.8239471409164,0.0,0.0,0.0,0.0,0.0,train
patch_225730,91.6400000000009,33.97999999999982,confirmed_negative,0,0.2580246794662457,0.0,4989.609602738493,0.0,0.0,0.0,0.0,0.0,test
